Unnamed: 0,record_time,user,group,host_ip,dst_ip,serv,app,http_type,site,tm_type,up_flux,down_flux
798718,2023-04-03 12:59:44+00:00,721.91.0.31,/HUTB/南校区/信息化机房/图书馆数据中心/,719.30.1.12,24.59.508.28,访问网站,教育,,数据中心-图书馆-服务器,/未知类型,,
798728,2023-04-03 12:59:44+00:00,197.10.1.32,/HUTB/南校区/信息化机房/图书馆数据中心/,721.93.1.01,25.80.459.28,访问网站,教育,,数据中心-图书馆-服务器,/未知类型,,
798729,2023-04-03 12:59:44+00:00,731.12.0.19,/HUTB/南校区/信息化机房/图书馆数据中心/,109.12.7.13,89.42.580.25,访问网站,教育,,数据中心-图书馆-服务器,/未知类型,,
798730,2023-04-03 12:59:44+00:00,210.31.7.19,/HUTB/南校区/信息化机房/图书馆数据中心/,197.11.3.20,28.45.089.25,访问网站,教育,,数据中心-图书馆-服务器,/未知类型,,
798731,2023-04-03 12:59:44+00:00,723.10.9.11,/HUTB/南校区/信息化机房/图书馆数据中心/,719.01.1.23,25.45.880.29,访问网站,教育,,数据中心-图书馆-服务器,/未知类型,,
798732,2023-04-03 12:59:44+00:00,197.10.3.21,/HUTB/南校区/信息化机房/图书馆数据中心/,317.92.1.10,49.28.250.58,访问网站,教育,,数据中心-图书馆-服务器,/未知类型,,
798733,2023-04-03 12:59:44+00:00,019.11.2.73,/HUTB/南校区/信息化机房/图书馆数据中心/,193.72.1.01,85.42.250.98,访问网站,教育,,数据中心-图书馆-服务器,/未知类型,,
798734,2023-04-03 12:59:44+00:00,321.01.7.91,/HUTB/南校区/信息化机房/图书馆数据中心/,031.19.2.17,20.85.892.54,访问网站,教育,,数据中心-图书馆-服务器,/未知类型,,
798736,2023-04-03 12:59:44+00:00,291.31.0.17,/HUTB/南校区/信息化机房/图书馆数据中心/,121.90.1.73,22.85.490.58,访问网站,教育,,数据中心-图书馆-服务器,/未知类型,,
798737,2023-04-03 12:59:44+00:00,931.27.1.01,/HUTB/南校区/信息化机房/图书馆数据中心/,307.12.1.91,04.28.285.95,访问网站,教育,,数据中心-图书馆-服务器,/未知类型,,
798738,2023-04-03 12:59:44+00:00,112.17.9.03,/HUTB/南校区/信息化机房/图书馆数据中心/,910.17.2.13,25.95.028.48,访问网站,教育,,数据中心-图书馆-服务器,/未知类型,,
798739,2023-04-03 12:59:44+00:00,973.11.2.10,/HUTB/南校区/信息化机房/图书馆数据中心/,101.23.9.17,85.40.822.95,访问网站,教育,,数据中心-图书馆-服务器,/未知类型,,
798740,2023-04-03 12:59:44+00:00,721.11.9.30,/HUTB/南校区/信息化机房/图书馆数据中心/,703.12.9.11,94.20.885.25,访问网站,教育,,数据中心-图书馆-服务器,/未知类型,,
798741,2023-04-03 12:59:44+00:00,5315,/HUTB/南校区/南校区家属区无线/,14.1.96.061,341.322.451.321,访问网站,IT行业,,未定义位置,/PC/MAC PC,,
798742,2023-04-03 12:59:44+00:00,110.12.9.37,/HUTB/南校区/信息化机房/图书馆数据中心/,209.17.1.13,92.54.852.80,访问网站,教育,,数据中心-图书馆-服务器,/未知类型,,
798743,2023-04-03 12:59:44+00:00,011.73.2.91,/HUTB/南校区/信息化机房/图书馆数据中心/,911.20.7.13,29.05.854.28,访问网站,教育,,数据中心-图书馆-服务器,/未知类型,,
798727,2023-04-03 12:59:44+00:00,119.27.3.10,/HUTB/南校区/信息化机房/图书馆数据中心/,311.19.2.07,25.54.028.89,访问网站,教育,,数据中心-图书馆-服务器,/未知类型,,
798726,2023-04-03 12:59:44+00:00,119.17.0.32,/HUTB/南校区/信息化机房/图书馆数据中心/,701.32.9.11,52.89.854.02,访问网站,教育,,数据中心-图书馆-服务器,/未知类型,,
798725,2023-04-03 12:59:44+00:00,311.02.9.17,/HUTB/南校区/信息化机房/图书馆数据中心/,719.11.3.20,50.95.288.24,访问网站,教育,,数据中心-图书馆-服务器,/未知类型,,
798724,2023-04-03 12:59:44+00:00,379.01.1.21,/HUTB/南校区/信息化机房/图书馆数据中心/,102.31.9.17,48.22.509.58,访问网站,教育,,数据中心-图书馆-服务器,/未知类型,,
798707,2023-04-03 12:59:44+00:00,731.90.1.12,/HUTB/南校区/信息化机房/图书馆数据中心/,321.19.0.71,85.52.248.90,访问网站,教育,,数据中心-图书馆-服务器,/未知类型,,
798708,2023-04-03 12:59:44+00:00,171.10.3.92,/HUTB/南校区/信息化机房/图书馆数据中心/,920.11.3.17,48.85.095.22,访问网站,教育,,数据中心-图书馆-服务器,/未知类型,,
798709,2023-04-03 12:59:44+00:00,711.32.0.91,/HUTB/南校区/信息化机房/图书馆数据中心/,311.90.2.71,29.42.808.55,访问网站,教育,,数据中心-图书馆-服务器,/未知类型,,
798710,2023-04-03 12:59:44+00:00,123.71.9.01,/HUTB/南校区/信息化机房/图书馆数据中心/,097.21.1.13,45.09.582.82,访问网站,教育,,数据中心-图书馆-服务器,/未知类型,,
798711,2023-04-03 12:59:44+00:00,791.30.1.12,/HUTB/南校区/信息化机房/图书馆数据中心/,027.11.1.39,88.02.559.42,访问网站,教育,,数据中心-图书馆-服务器,/未知类型,,
798712,2023-04-03 12:59:44+00:00,710.92.1.13,/HUTB/南校区/信息化机房/图书馆数据中心/,019.12.1.37,92.80.528.45,访问网站,教育,,数据中心-图书馆-服务器,/未知类型,,
798713,2023-04-03 12:59:44+00:00,913.72.0.11,/HUTB/南校区/信息化机房/图书馆数据中心/,111.30.2.79,88.45.290.25,访问网站,教育,,数据中心-图书馆-服务器,/未知类型,,
798744,2023-04-03 12:59:44+00:00,191.71.3.02,/HUTB/南校区/信息化机房/图书馆数据中心/,190.17.3.21,95.52.208.84,访问网站,教育,,数据中心-图书馆-服务器,/未知类型,,
798714,2023-04-03 12:59:44+00:00,731.11.2.90,/HUTB/南校区/信息化机房/图书馆数据中心/,312.79.1.10,85.25.489.02,访问网站,教育,,数据中心-图书馆-服务器,/未知类型,,
798716,2023-04-03 12:59:44+00:00,139.01.7.21,/HUTB/南校区/信息化机房/图书馆数据中心/,012.17.1.39,24.98.025.85,访问网站,教育,,数据中心-图书馆-服务器,/未知类型,,
798717,2023-04-03 12:59:44+00:00,271.11.9.03,/HUTB/南校区/信息化机房/图书馆数据中心/,917.10.2.31,89.52.240.58,访问网站,教育,,数据中心-图书馆-服务器,/未知类型,,
798719,2023-04-03 12:59:44+00:00,209.13.7.11,/HUTB/南校区/信息化机房/图书馆数据中心/,110.39.1.72,48.29.058.52,访问网站,教育,,数据中心-图书馆-服务器,/未知类型,,
798720,2023-04-03 12:59:44+00:00,731.91.2.01,/HUTB/南校区/信息化机房/图书馆数据中心/,710.12.1.93,45.58.820.29,访问网站,教育,,数据中心-图书馆-服务器,/未知类型,,
798721,2023-04-03 12:59:44+00:00,091.27.1.31,/HUTB/南校区/信息化机房/图书馆数据中心/,112.79.1.30,027.31.51.741,访问网站,教育,,数据中心-图书馆-服务器,/未知类型,,
798722,2023-04-03 12:59:44+00:00,019.17.1.32,/HUTB/南校区/信息化机房/图书馆数据中心/,112.39.1.70,45.98.220.85,访问网站,教育,,数据中心-图书馆-服务器,/未知类型,,
798723,2023-04-03 12:59:44+00:00,117.12.9.30,/HUTB/南校区/信息化机房/图书馆数据中心/,291.10.1.73,02.42.588.59,访问网站,教育,,数据中心-图书馆-服务器,/未知类型,,
798715,2023-04-03 12:59:44+00:00,191.21.0.37,/HUTB/南校区/信息化机房/图书馆数据中心/,210.13.7.19,98.58.522.40,访问网站,教育,,数据中心-图书馆-服务器,/未知类型,,
798745,2023-04-03 12:59:44+00:00,091.31.7.21,/HUTB/南校区/信息化机房/图书馆数据中心/,912.10.3.17,05.98.482.25,访问网站,教育,,数据中心-图书馆-服务器,/未知类型,,
798735,2023-04-03 12:59:44+00:00,702.11.1.93,/HUTB/南校区/信息化机房/图书馆数据中心/,301.92.1.17,919.16.74.822,访问网站,教育,,数据中心-图书馆-服务器,/未知类型,,
798747,2023-04-03 12:59:44+00:00,2150005125@cmcc,/HUTB/北校区/北校区宿舍区无线/,06.12.710.32,314.11.870.64,访问网站,IT行业,,北校区学生公寓,/PC/MAC PC,,
798746,2023-04-03 12:59:44+00:00,1535,/HUTB/南校区/南校区家属区无线/,16.9.01.641,321.534.224.611,访问网站,IT行业,,未定义位置,/PC/MAC PC,,
798774,2023-04-03 12:59:44+00:00,34.6.95.01,/HUTB/南校区/南校区家属区无线/,45.1.06.93,436.119.31.30,访问网站,软件下载,,未定义位置,/PC/MAC PC,,
798773,2023-04-03 12:59:44+00:00,242.10.781.71,/,177.24.081.21,821.71.582.011,访问网站,IT行业,,未定义位置,/PC/MAC PC,,
798772,2023-04-03 12:59:44+00:00,5210100001,/HUTB/南校区/南校区宿舍区无线/,34.1.181.110,451.722.29.031,访问网站,游戏资讯,,未定义位置,/PC/MAC PC,,
798771,2023-04-03 12:59:44+00:00,181.22.537.121,/,321.28.112.715,62.330.104.136,访问网站,IT相关,,未定义位置,/PC/MAC PC,,
798770,2023-04-03 12:59:44+00:00,0211510000,/HUTB/南校区/南校区宿舍区无线/,31.4.811.110,49.621.73.031,访问网站,游戏资讯,,未定义位置,/PC/MAC PC,,
798769,2023-04-03 12:59:44+00:00,vip300,/HUTB/南校区/南校区公共区无线/,33.2.101.901,111.455.227.941,访问网站,IT行业,,未定义位置,/未知类型,,
798768,2023-04-03 12:59:44+00:00,373.23.21.171,/,312.17.31.237,116.211.381.98,访问网站,电信业,,未定义位置,/未知类型,,
798766,2023-04-03 12:59:44+00:00,1883,/HUTB/南校区/南校区公共区无线/,01.3.62.760,619.611.122.62,访问网站,广告,,未定义位置,/未知类型,,
798765,2023-04-03 12:59:44+00:00,1838,/HUTB/南校区/南校区公共区无线/,63.2.07.160,219.101.66.881,访问网站,个人网站及博客,,未定义位置,/未知类型,,
798764,2023-04-03 12:59:44+00:00,1838,/HUTB/南校区/南校区公共区无线/,36.2.67.001,134.2.180.813,访问网站,IT行业,,未定义位置,/未知类型,,
798763,2023-04-03 12:59:44+00:00,3188,/HUTB/南校区/南校区公共区无线/,70.6.26.103,217.481.54.541,访问网站,软件下载,,未定义位置,/未知类型,,
798762,2023-04-03 12:59:44+00:00,151.23.712.02,/,270.52.111.23,223.532.124.311,访问网站,IT行业,,未定义位置,/移动终端/windows系统移动终端,,
798761,2023-04-03 12:59:44+00:00,211.22.013.75,/,752.11.210.32,621.144.521.323,访问网站,IT行业,,未定义位置,/移动终端/windows系统移动终端,,
798767,2023-04-03 12:59:44+00:00,5122702200@cmcc,/HUTB/南校区/南校区公共区无线/,13.1.90.450,825.114.29.601,访问网站,搜索引擎,,未定义位置,/未知类型,,
798759,2023-04-03 12:59:44+00:00,8592,/HUTB/南校区/南校区公共区无线/,21.0.14.732,41.9.44.319,访问网站,网络存储（Web）,,未定义位置,/未知类型,,
798748,2023-04-03 12:59:44+00:00,1205005152@cmcc,/HUTB/北校区/北校区宿舍区无线/,27.20.113.06,811.216.417.61,访问网站,IT行业,,北校区学生公寓,/PC/MAC PC,,
798760,2023-04-03 12:59:44+00:00,8952,/HUTB/南校区/南校区公共区无线/,12.2.70.431,14.4.34.991,网络存储,其他网页网络存储[HTTPS,,未定义位置,/未知类型,,
798750,2023-04-03 12:59:44+00:00,5125051002@cmcc,/HUTB/北校区/北校区宿舍区无线/,71.61.032.02,114.167.126.18,访问网站,游戏资讯,,北校区学生公寓,/PC/MAC PC,,
798751,2023-04-03 12:59:44+00:00,5520010512@cmcc,/HUTB/北校区/北校区宿舍区无线/,20.17.206.31,781.146.161.12,访问网站,IT行业,,北校区学生公寓,/PC/MAC PC,,
798752,2023-04-03 12:59:44+00:00,0105202515@cmcc,/HUTB/北校区/北校区宿舍区无线/,20.06.173.12,611.418.112.67,访问网站,IT行业,,北校区学生公寓,/PC/MAC PC,,
798753,2023-04-03 12:59:44+00:00,0021555210@cmcc,/HUTB/北校区/北校区宿舍区无线/,30.60.211.72,77.021.264.126,访问网站,游戏资讯,,北校区学生公寓,/PC/MAC PC,,
798749,2023-04-03 12:59:44+00:00,0255201015@cmcc,/HUTB/北校区/北校区宿舍区无线/,12.17.036.20,12.776.102.642,访问网站,IT行业,,北校区学生公寓,/PC/MAC PC,,
798755,2023-04-03 12:59:44+00:00,0618200290,/HUTB/南校区/南校区宿舍区无线/,61.0.213.223,191.134.86.34,访问网站,IT行业,,未定义位置,/未知类型,,
798756,2023-04-03 12:59:44+00:00,0600250104,/HUTB/南校区/南校区宿舍区无线/,26.0.800.123,311.11.966.6,访问网站,IT行业,,未定义位置,/未知类型,,
798757,2023-04-03 12:59:44+00:00,215.10.273.21,/,011.72.532.21,168.517.94.10,访问网站,搜索引擎,,未定义位置,/移动终端/windows系统移动终端,,
798758,2023-04-03 12:59:44+00:00,2985,/HUTB/南校区/南校区公共区无线/,34.2.10.217,37.4.13.994,访问网站,IT行业,,未定义位置,/未知类型,,
798754,2023-04-03 12:59:44+00:00,3320020212@cmcc,/HUTB/南校区/南校区宿舍区无线/,01.9.124.993,161.366.12.63,访问网站,新闻门户,,未定义位置,/未知类型,,
798631,2023-04-03 12:59:45+00:00,9317,/HUTB/南校区/南校区家属区无线/,69.4.02.011,842.28.91.912,访问网站,IT行业,,未定义位置,/移动终端/windows系统移动终端,,
798630,2023-04-03 12:59:45+00:00,3917,/HUTB/南校区/南校区家属区无线/,10.6.29.410,181.22.94.892,访问网站,IT行业,,未定义位置,/移动终端/windows系统移动终端,,
798629,2023-04-03 12:59:45+00:00,1793,/HUTB/南校区/南校区家属区无线/,20.6.40.119,192.19.28.284,访问网站,IT行业,,未定义位置,/移动终端/windows系统移动终端,,
798628,2023-04-03 12:59:45+00:00,1397,/HUTB/南校区/南校区家属区无线/,16.4.10.290,212.24.91.889,访问网站,IT行业,,未定义位置,/移动终端/windows系统移动终端,,
798627,2023-04-03 12:59:45+00:00,9173,/HUTB/南校区/南校区家属区无线/,91.1.26.400,482.18.19.229,访问网站,IT行业,,未定义位置,/移动终端/windows系统移动终端,,
798626,2023-04-03 12:59:45+00:00,svip100,/HUTB/南校区/南校区公共区无线/,12.3.10.233,810.268.41.611,访问网站,IT行业,,未定义位置,/未知类型,,
798623,2023-04-03 12:59:45+00:00,svip010,/HUTB/南校区/南校区公共区无线/,32.2.30.311,157.295.567.71,访问网站,广告,,未定义位置,/未知类型,,
798624,2023-04-03 12:59:45+00:00,svip010,/HUTB/南校区/南校区公共区无线/,33.1.20.123,531.898.31.74,访问网站,新闻门户,,未定义位置,/未知类型,,
798622,2023-04-03 12:59:45+00:00,svip100,/HUTB/南校区/南校区公共区无线/,33.2.23.101,51.20.592.028,访问网站,IT行业,,未定义位置,/未知类型,,
798621,2023-04-03 12:59:45+00:00,469100040,/HUTB/南校区/南校区宿舍区无线/,15.0.231.412,22.52.46.73,访问网站,IT行业,,未定义位置,/移动终端/windows系统移动终端,,
798619,2023-04-03 12:59:45+00:00,84400,/HUTB/南校区/南校区公共区无线/,11.8.131.01,47.225.842.44,访问网站,求职招聘,,未定义位置,/未知类型,,
798620,2023-04-03 12:59:45+00:00,6402221009@cmcc,/HUTB/南校区/南校区公共区无线/,52.3.212.01,611.613.121.004,访问网站,其他企业网站,,未定义位置,/未知类型,,
798632,2023-04-03 12:59:45+00:00,7319,/HUTB/南校区/南校区家属区无线/,00.2.61.419,921.48.82.129,访问网站,IT行业,,未定义位置,/移动终端/windows系统移动终端,,
798625,2023-04-03 12:59:45+00:00,7931,/HUTB/南校区/南校区家属区无线/,26.9.40.101,912.84.92.128,访问网站,IT行业,,未定义位置,/移动终端/windows系统移动终端,,
798633,2023-04-03 12:59:45+00:00,1040003727@cmcc,/HUTB/南校区/南校区公共区无线/,15.1.03.501,120.012.2.51,访问网站,在线影音及下载,,未定义位置,/未知类型,,
798640,2023-04-03 12:59:45+00:00,094351030,/HUTB/南校区/南校区宿舍区无线/,81.0.013.66,21.088.93.643,访问网站,IT行业,,未定义位置,/移动终端/windows系统移动终端,,
798635,2023-04-03 12:59:45+00:00,svip010,/HUTB/南校区/南校区公共区无线/,12.3.13.032,49.197.4.41,访问网站,新闻门户,,未定义位置,/未知类型,,
798636,2023-04-03 12:59:45+00:00,svip001,/HUTB/南校区/南校区公共区无线/,32.1.01.233,108.32.810.29,访问网站,IT行业,,未定义位置,/未知类型,,
798637,2023-04-03 12:59:45+00:00,svip010,/HUTB/南校区/南校区公共区无线/,31.2.32.301,801.5.322.250,访问网站,IT行业,,未定义位置,/未知类型,,
798638,2023-04-03 12:59:45+00:00,svip010,/HUTB/南校区/南校区公共区无线/,13.2.23.013,194.83.294.182,访问网站,新闻门户,,未定义位置,/未知类型,,
798648,2023-04-03 12:59:45+00:00,781.20.241.12,/,122.82.017.41,891.48.192.124,访问网站,新闻门户,,未定义位置,/PC/MAC PC,,
798647,2023-04-03 12:59:45+00:00,202.81.214.71,/,201.11.227.84,100.93.822.81,访问网站,IT行业,,未定义位置,/PC/MAC PC,,
798646,2023-04-03 12:59:45+00:00,121.72.102.48,/,281.21.207.14,18.71.17.000,访问网站,IT行业,,未定义位置,/PC/MAC PC,,
798645,2023-04-03 12:59:45+00:00,212.17.082.41,/,120.12.178.24,112.180.66.186,访问网站,新闻门户,,未定义位置,/PC/MAC PC,,
798644,2023-04-03 12:59:45+00:00,212.07.811.42,/,287.02.412.11,221.117.61.771,访问网站,软件下载,,未定义位置,/PC/MAC PC,,
798643,2023-04-03 12:59:45+00:00,811.72.421.02,/,212.24.171.80,47.491.4.19,访问网站,新闻门户,,未定义位置,/PC/MAC PC,,
798642,2023-04-03 12:59:45+00:00,1202024292@cmcc,/HUTB/北校区/北校区宿舍区无线/,50.11.180.36,615.218.2.210,访问网站,IT行业,,北校区学生公寓,/未知类型,,
798641,2023-04-03 12:59:45+00:00,svip010,/HUTB/南校区/南校区宿舍区无线/,85.3.051.1,381.426.21.39,访问网站,IT行业,,未定义位置,/未知类型,,
798639,2023-04-03 12:59:45+00:00,svip001,/HUTB/南校区/南校区公共区无线/,31.3.03.122,187.111.461.62,访问网站,新闻门户,,未定义位置,/未知类型,,
798618,2023-04-03 12:59:45+00:00,40408,/HUTB/南校区/南校区公共区无线/,81.1.131.10,44.222.458.47,访问网站,求职招聘,,未定义位置,/未知类型,,
798634,2023-04-03 12:59:45+00:00,svip010,/HUTB/南校区/南校区公共区无线/,31.1.30.223,01.71.17.800,访问网站,IT行业,,未定义位置,/未知类型,,
798617,2023-04-03 12:59:45+00:00,80404,/HUTB/南校区/南校区公共区无线/,11.8.101.31,47.952.46.42,访问网站,求职招聘,,未定义位置,/未知类型,,
798609,2023-04-03 12:59:45+00:00,100213020927@unicom,/HUTB/南校区/南校区公共区无线/,07.6.11.336,024.412.2.119,访问网站,教育,,未定义位置,/未知类型,,
798615,2023-04-03 12:59:45+00:00,40084,/HUTB/南校区/南校区公共区无线/,11.1.803.11,81.224.87.434,访问网站,求职招聘,,未定义位置,/未知类型,,
798585,2023-04-03 12:59:45+00:00,2223,/HUTB/南校区/南校区公共区无线/,78.3.19.30,25.526.184.731,访问网站,IT相关,,未定义位置,/未知类型,,
798586,2023-04-03 12:59:45+00:00,09110,/HUTB/南校区/南校区家属区无线/,05.8.96.51,814.21.849.912,访问网站,营销,,未定义位置,/移动终端/Android系统移动终端,,
798587,2023-04-03 12:59:45+00:00,012,/HUTB/南校区/南校区公共区无线/,38.7.66.110,92.851.184.21,访问网站,新闻门户,,未定义位置,/未知类型,,
798588,2023-04-03 12:59:45+00:00,201,/HUTB/南校区/南校区公共区无线/,67.1.01.638,976.611.817.11,访问网站,IT行业,,未定义位置,/未知类型,,
798589,2023-04-03 12:59:45+00:00,021,/HUTB/南校区/南校区公共区无线/,06.1.68.731,12.848.915.16,访问网站,新闻门户,,未定义位置,/未知类型,,
798590,2023-04-03 12:59:45+00:00,012,/HUTB/南校区/南校区公共区无线/,63.6.01.871,861.119.679.61,访问网站,IT行业,,未定义位置,/未知类型,,
798591,2023-04-03 12:59:45+00:00,012,/HUTB/南校区/南校区公共区无线/,86.7.10.613,468.012.21.3,访问网站,搜索引擎,,未定义位置,/未知类型,,
798592,2023-04-03 12:59:45+00:00,09101,/HUTB/南校区/南校区家属区无线/,61.5.09.58,104.654.29.71,访问网站,软件下载,,未定义位置,/移动终端/Android系统移动终端,,
798593,2023-04-03 12:59:45+00:00,012,/HUTB/南校区/南校区公共区无线/,10.6.36.178,111.611.079.221,访问网站,社区论坛（Web）,,未定义位置,/未知类型,,
798649,2023-04-03 12:59:45+00:00,127.28.401.12,/,478.12.122.01,612.119.080.021,访问网站,搜索引擎,,未定义位置,/PC/MAC PC,,
798594,2023-04-03 12:59:45+00:00,021,/HUTB/南校区/南校区公共区无线/,37.0.61.681,162.101.712.191,论坛,其他网页论坛[HTTPS,,未定义位置,/未知类型,,
798595,2023-04-03 12:59:45+00:00,222210007110@cmcc,/HUTB/南校区/南校区公共区无线/,05.1.58.37,111.73.286.1,访问网站,网络存储（Web）,,未定义位置,/未知类型,,
798596,2023-04-03 12:59:45+00:00,200271200112@cmcc,/HUTB/南校区/南校区公共区无线/,75.3.15.80,712.31.186.1,网络存储,其他网页网络存储[HTTPS,,未定义位置,/未知类型,,
798597,2023-04-03 12:59:45+00:00,2400522010@cmcc,/HUTB/北校区/北校区公共区无线/,01.65.24.421,611.636.23.61,访问网站,新闻门户,,未定义位置,/未知类型,,
798616,2023-04-03 12:59:45+00:00,44008,/HUTB/南校区/南校区公共区无线/,18.1.310.11,88.212.43.744,访问网站,求职招聘,,未定义位置,/未知类型,,
798598,2023-04-03 12:59:45+00:00,210,/HUTB/南校区/南校区公共区无线/,76.1.36.081,92.580.46.21,访问网站,社区论坛（Web）,,未定义位置,/未知类型,,
798600,2023-04-03 12:59:45+00:00,19100,/HUTB/南校区/南校区家属区无线/,50.6.51.98,212.191.238.16,访问网站,IT行业,,未定义位置,/移动终端/Android系统移动终端,,
798601,2023-04-03 12:59:45+00:00,0027029201,/HUTB/南校区/南校区宿舍区无线/,90.1.311.681,547.512.48.141,访问网站,新闻门户,,未定义位置,/未知类型,,
798602,2023-04-03 12:59:45+00:00,5825,/HUTB/南校区/南校区公共区无线/,31.0.90.0,613.301.39.41,访问网站,IT行业,,未定义位置,/未知类型,,
798603,2023-04-03 12:59:45+00:00,2010064012@cmcc,/HUTB/南校区/南校区宿舍区无线/,39.2.231.30,03.126.94.838,访问网站,IT行业,,未定义位置,/移动终端/windows系统移动终端,,
798604,2023-04-03 12:59:45+00:00,0012027920,/HUTB/南校区/南校区宿舍区无线/,18.1.916.130,16.89.52.532,访问网站,营销,,未定义位置,/未知类型,,
798605,2023-04-03 12:59:45+00:00,9941,/HUTB/南校区/南校区家属区无线/,61.9.50.54,911.212.64.241,访问网站,新闻门户,,未定义位置,/移动终端/windows系统移动终端,,
798606,2023-04-03 12:59:45+00:00,373.21.23.711,/,212.33.71.173,469.216.101.721,访问网站,其他企业网站,,未定义位置,/未知类型,,
798607,2023-04-03 12:59:45+00:00,011002022793@unicom,/HUTB/南校区/南校区公共区无线/,03.6.17.361,414.212.1.911,访问网站,教育,,未定义位置,/未知类型,,
798608,2023-04-03 12:59:45+00:00,2200028801@cmcc,/HUTB/南校区/南校区公共区无线/,09.8.33.172,521.119.213.212,访问网站,IT相关,,未定义位置,/未知类型,,
798610,2023-04-03 12:59:45+00:00,9419,/HUTB/南校区/南校区家属区无线/,56.9.05.41,681.030.612.21,访问网站,IT行业,,未定义位置,/移动终端/windows系统移动终端,,
798611,2023-04-03 12:59:45+00:00,9194,/HUTB/南校区/南校区家属区无线/,65.1.54.90,260.138.021.16,访问网站,IT行业,,未定义位置,/移动终端/windows系统移动终端,,
798612,2023-04-03 12:59:45+00:00,9149,/HUTB/南校区/南校区家属区无线/,09.5.46.51,152.24.140.620,访问网站,搜索引擎,,未定义位置,/移动终端/windows系统移动终端,,
798613,2023-04-03 12:59:45+00:00,17195348071,/HUTB/南校区/南校区宿舍区无线/,12.1.183.30,951.342.211.221,访问网站,IT相关,,未定义位置,/未知类型,,
798614,2023-04-03 12:59:45+00:00,3247,/HUTB/南校区/南校区公共区无线/,91.5.0.43,323.662.21.112,访问网站,广告,,未定义位置,/未知类型,,
798599,2023-04-03 12:59:45+00:00,210,/HUTB/南校区/南校区公共区无线/,61.1.80.376,20.684.21.59,论坛,其他网页论坛[HTTPS,,未定义位置,/未知类型,,
798650,2023-04-03 12:59:45+00:00,718.02.211.42,/,701.12.822.41,681.121.11.168,访问网站,IT相关,,未定义位置,/PC/MAC PC,,
798657,2023-04-03 12:59:45+00:00,282.11.170.42,/,812.07.211.42,320.116.96.113,访问网站,文学小说,,未定义位置,/PC/MAC PC,,
798652,2023-04-03 12:59:45+00:00,201.21.478.21,/,272.10.112.84,56.248.551.80,访问网站,IT行业,,未定义位置,/PC/MAC PC,,
798682,2023-04-03 12:59:45+00:00,0025820122@cmcc,/HUTB/南校区/南校区公共区无线/,13.0.64.103,116.121.147.660,访问网站,网上购物,,未定义位置,/移动终端/windows系统移动终端,,
798683,2023-04-03 12:59:45+00:00,2708500090,/HUTB/南校区/南校区公共区无线/,15.1.73.101,44.2.95.354,访问网站,网络存储（Web）,,未定义位置,/移动终端/windows系统移动终端,,
798684,2023-04-03 12:59:45+00:00,0029587000,/HUTB/南校区/南校区公共区无线/,03.1.57.111,44.2.39.545,网络存储,其他网页网络存储[HTTPS,,未定义位置,/移动终端/windows系统移动终端,,
798685,2023-04-03 12:59:45+00:00,36.0.313.81,/HUTB/南校区/南校区宿舍区无线/,31.8.103.36,952.39.191.615,访问网站,IT行业,,未定义位置,/未知类型,,
798686,2023-04-03 12:59:45+00:00,30.3.831.61,/HUTB/南校区/南校区宿舍区无线/,31.6.831.03,156.936.1.31,访问网站,IT行业,,未定义位置,/未知类型,,
798687,2023-04-03 12:59:45+00:00,0250228021@cmcc,/HUTB/南校区/南校区公共区无线/,10.4.10.363,611.121.111.267,访问网站,搜索引擎,,未定义位置,/移动终端/windows系统移动终端,,
798688,2023-04-03 12:59:45+00:00,81.3.106.33,/HUTB/南校区/南校区宿舍区无线/,33.1.860.31,951.123.188.1,访问网站,新闻门户,,未定义位置,/未知类型,,
798689,2023-04-03 12:59:45+00:00,17700,/HUTB/南校区/南校区公共区无线/,21.3.23.010,174.563.47.181,访问网站,软件下载,,未定义位置,/未知类型,,
798690,2023-04-03 12:59:45+00:00,70701,/HUTB/南校区/南校区公共区无线/,32.3.00.121,275.72.70.18,访问网站,网上购物,,未定义位置,/未知类型,,
798691,2023-04-03 12:59:45+00:00,83.0.331.61,/HUTB/南校区/南校区宿舍区无线/,30.6.113.83,904.120.43.92,访问网站,软件下载,,未定义位置,/未知类型,,
798692,2023-04-03 12:59:45+00:00,11.6.803.33,/HUTB/南校区/南校区宿舍区无线/,16.0.381.33,71.035.328.50,访问网站,新闻门户,,未定义位置,/未知类型,,
798694,2023-04-03 12:59:45+00:00,18.1.033.63,/HUTB/南校区/南校区宿舍区无线/,61.1.333.08,60.044.91.112,访问网站,软件下载,,未定义位置,/未知类型,,
798695,2023-04-03 12:59:45+00:00,60.3.833.11,/HUTB/南校区/南校区宿舍区无线/,13.6.810.33,216.641.11.466,访问网站,新闻门户,,未定义位置,/未知类型,,
798696,2023-04-03 12:59:45+00:00,0202512208@cmcc,/HUTB/南校区/南校区公共区无线/,10.0.33.614,829.131.21.12,访问网站,IT行业,,未定义位置,/移动终端/windows系统移动终端,,
798697,2023-04-03 12:59:45+00:00,33.6.310.18,/HUTB/南校区/南校区宿舍区无线/,10.3.613.38,24.16.800.591,访问网站,个人网站及博客,,未定义位置,/未知类型,,
798698,2023-04-03 12:59:45+00:00,0120001253@cmcc,/HUTB/南校区/南校区宿舍区无线/,62.3.311.130,761.311.231.53,访问网站,IT行业,,未定义位置,/移动终端/windows系统移动终端,,
